ax_mean,ax_std,ax_max,ax_min,ay_mean,ay_std,ay_max,ay_min,az_mean,az_std,az_max,az_min,gx_mean,gx_std,gx_max,gx_min,gy_mean,gy_std,gy_max,gy_min,gz_mean,gz_std,gz_max,gz_min,label
-0.24319853850105821,0.44325013268150354,2.3444783413933488,-1.875628759265416,-0.347492742806502,0.9171767974260104,3.519713680157122,-2.5925566642127076,-1.0648674097940372,0.6795018425262145,0.6769945961520623,-2.8131326209640957,0.013065726723540753,0.0014955822500510873,0.018161352559108217,0.005791147680487665,0.05255988400647978,0.005935500631339843,0.08170816354503842,0.03442734685206966,0.06460962872331664,0.008531943198240398,0.09380880974037555,0.04138520345857252,1
-0.2463060924200662,0.691243858065272,3.691085039630106,-2.5198869129520514,-0.4312241430211434,0.8037891092023302,3.486496362571945,-2.7081075040175526,-0.9427686211059304,0.6755630039372728,0.9219158043707397,-2.371439487506094,0.013092876879508563,0.000648143685834216,0.015110884199433005,0.011652047271678925,0.0513518704434344,0.0029255882805585,0.05881469181590803,0.043025013821085575,0.0648979943165562,0.004776398212561447,0.08212832777808811,0.04811161617192075,1
-0.20294885343998184,0.6077892725632515,1.6317900832591108,-3.240846941953582,-0.1882036737727508,0.6970832171276472,3.520830697982601,-1.9544183432394693,-0.9835841838164636,0.6707466748275285,0.9227507630351218,-2.221518020657085,0.01306442038143413,0.0010140466240390034,0.016076279334044367,0.01057932171870726,0.05251478114103296,0.0015161079326733906,0.061086645505580246,0.04478151360401194,0.06477171959703361,0.0031760369522417617,0.08006806514384662,0.04390023762522388,1
-0.16240104562068025,0.23212809409851357,0.9659125284420514,-0.704985186751066,-0.24884404286889414,0.29758750231859604,1.4738489903832481,-1.108277340439255,-0.3511729267573114,0.8295565577741554,0.5575200719000043,-1.9679689062397947,0.0008369566007592328,0.015085038651472963,0.013091644118075974,-0.01950439718021251,0.03577909365216433,0.02038378412107073,0.05369043849004785,0.0059804048395574174,0.06299869711193522,0.0023257760384312724,0.06477223343592034,0.05762686894082269,1
-0.0010252269626427602,0.014045643797555527,0.030801837435994628,-0.03390566193314228,-0.23951463482450377,0.015296414812868791,-0.1982787091344759,-0.2846366836809121,0.5398087309977915,0.0066539666529282825,0.5634609016537536,0.5222458819428565,-0.017495166724007943,0.000961788453268263,-0.015175570267041626,-0.01974941643794239,0.011215086569964363,0.0025679512520755178,0.017559810298231168,0.0037842962713316186,0.06022395330595569,0.0013685970057379932,0.06331391551193333,0.056623272298053806,0
-0.004027354326615725,0.014480171931459309,0.025534932184692636,-0.039172536365625815,-0.23912829582531014,0.015704554730075822,-0.1948698499855709,-0.28350037402673905,0.5392480646194544,0.007075287256772841,0.560861883690981,0.5218746371159428,-0.017540905827688805,0.0011355924735624548,-0.014440491094790172,-0.021627965177567213,0.01090563768985832,0.002659520952184141,0.017559810298231168,0.00558109335188716,0.06028193883392545,0.0014475754115579286,0.06387146913743647,0.05695780353844979,0
-0.004170312346925992,0.016086513519191478,0.027792164084328472,-0.03992494699883776,-0.23973052649126558,0.016431892007406104,-0.19714242275150756,-0.2869092611010897,0.5403954027644751,0.007261581477280371,0.5597478450358633,0.5200181088069977,-0.017501700606545843,0.0012384833199002433,-0.014603840833120395,-0.020892886005315758,0.010729948219795551,0.0025990739564524623,0.016960869220215936,0.0013885581127608447,0.06041686690069759,0.0015162526188127004,0.06387146913743647,0.05595420689568091,0
0.3321994634046256,1.5746425251524907,3.5957316153998398,-3.3069002991236682,0.012843839223633729,1.2749767381719115,3.1708192128820305,-3.00036823669268,0.4216367447761706,1.1438078097630282,2.1195142025459264,-2.7953779625888795,-0.06875893349252835,1.698313410855198,2.6893557808702626,-2.6423595631101042,0.0004442176978414347,1.1965458220366636,3.6938210738414305,-3.638139893127828,-0.16132555507855706,1.3256056479220537,3.4825676853137715,-3.2784394676588353,10
0.17151427521514528,1.462852843515368,3.165352979753161,-2.962295366185686,0.6662556543126974,1.5850268903687577,3.4446649758559507,-2.821970716057738,0.4441972916104113,0.8606988310017,2.1195142025459264,-2.379515317210771,0.13178622095964226,1.523896828752865,2.6893557808702626,-2.6423595631101042,-0.06367471747555689,1.7283315515132736,3.8519398446140816,-3.9575707758209258,-0.2739485766356226,1.9178438659431236,3.414880498655772,-3.5400436660242782,10
0.10245787439755012,1.6321662472945706,3.142781277133172,-3.547672934504224,0.7201498843160777,1.262553696029144,3.415121250644318,-3.0378655942458166,0.4146821102607432,1.0676464691618852,2.1195142025459264,-2.0635333473400377,0.03681438233063698,1.9080466231866688,2.6893557808702626,-2.6423595631101042,-0.06263957224743696,1.915096761270406,3.8872784405100766,-3.417132439931028,0.06780280907491278,1.84053798155154,3.55259651907581,-3.544168938277434,10
